# for varscan
chr1	0	125000000	p
chr1	125000000	249250621	q
chr2	0	93300000	p
chr2	93300000	243199373	q
chr3	0	91000000	p
chr3	91000000	198022430	q
chr4	0	50400000	p
chr4	50400000	191154276	q
chr5	0	48400000	p
chr5	48400000	180915260	q
chr6	0	61000000	p
chr6	61000000	171115067	q
chr7	0	59900000	p
chr7	59900000	159138663	q
chr8	0	45600000	p
chr8	45600000	146364022	q
chr9	0	49000000	p
chr9	49000000	141213431	q
chr10	0	40200000	p
chr10	40200000	135534747	q
chr11	0	53700000	p
chr11	53700000	135006516	q
chr12	0	35800000	p
chr12	35800000	133851895	q
chr13	0	17900000	p
chr13	17900000	115169878	q
chr14	0	17600000	p
chr14	17600000	107349540	q
chr15	0	19000000	p
chr15	19000000	102531392	q
chr16	0	36600000	p
chr16	36600000	90354753	q
chr17	0	24000000	p
chr17	24000000	81195210	q
chr18	0	17200000	p
chr18	17200000	78077248	q
chr19	0	26500000	p
chr19	26500000	59128983	q
chr20	0	27500000	p
chr20	27500000	63025520	q
chr21	0	13200000	p
chr21	13200000	48129895	q
chr22	0	14700000	p
chr22	14700000	51304566	q
chrX	0	60600000	p
chrX	60600000	155270560	q
chrY	0	12500000	p
chrY	12500000	59373566	q
