chr10	100008666	100022842	LOXL4
chr10	100143369	100174871	PYROXD2
chr10	100177234	100203238	HPS1
chr10	100219321	100995629	HPSE2
chr10	101089113	101151275	CNNM1
chr10	101157310	101190352	GOT1
chr10	101292852	101295474	NKX2-3
chr10	101370546	101380111	SLC25A28
chr10	101419568	101464428	ENTPD7
chr10	101473075	101489603	COX15
chr10	101491538	101515601	CUTC
chr10	101542508	101611426	ABCC2
chr10	101636906	101731911	DNMBP
chr10	101802079	101841575	CPN1
chr10	1018366	1018898	AL359878.1
chr10	101911804	101945391	ERLIN1
chr10	101949240	101989432	CHUK
chr10	101992939	102027478	CWF19L1
chr10	102034989	102046469	BLOC1S2
chr10	102047982	102089867	PKD2L1
chr10	102104455	102104576	RP11-34D15.2
chr10	102107237	102120749	SCD
chr10	102222807	102242712	WNT8B
chr10	102247223	102276793	SEC31B
chr10	102283589	102289724	NDUFB8
chr10	102295589	102307935	HIF1AN
chr10	102505931	102587412	PAX2
chr10	102672582	102721790	FAM178A
chr10	102729588	102747172	MRPL43
chr10	102732695	102744803	SEMA4G
chr10	102747997	102753311	C10orf2
chr10	102762137	102767458	LZTS2
chr10	102768287	102790106	PDZD7
chr10	102792192	102799404	SFXN3
chr10	102822227	102827864	KAZALD1
chr10	102849102	102849764	TLX1NB
chr10	102891096	102896691	TLX1
chr10	102987007	102988537	LBX1
chr10	102989455	102997795	LBX1-AS1
chr10	103113876	103310688	BTRC
chr10	103339160	103347186	POLL
chr10	103347548	103369248	DPCD
chr10	103371108	103454460	FBXW4
chr10	1034327	1063221	GTPBP4
chr10	103530134	103535568	FGF8
chr10	103541492	103543137	NPM3
chr10	103546142	103577878	MGEA5
chr10	103587084	103603331	KCNIP2
chr10	103607283	103799911	C10orf76
chr10	103825230	103827584	HPS6
chr10	103867765	103879944	LDB1
chr10	103892739	103909792	PPRC1
chr10	103912182	103922163	NOLC1
chr10	103986252	103989011	ELOVL3
chr10	103990302	103992019	PITX3
chr10	104018667	104142097	GBF1
chr10	104155581	104162092	NFKB2
chr10	104162894	104179671	PSD
chr10	104179802	104182825	FBXL15
chr10	104183194	104184977	CUEDC2
chr10	104196113	104196366	MIR146B
chr10	104210023	104215214	RP11-18I14.10
chr10	104228827	104235835	TMEM180
chr10	104239381	104262450	ACTR1A
chr10	104263953	104389912	SUFU
chr10	104404373	104417122	TRIM8
chr10	104436492	104474099	ARL3
chr10	104486275	104497566	SFXN2
chr10	104503809	104573073	WBP1L
chr10	104590261	104597305	CYP17A1
chr10	104613874	104622763	C10orf32
